Number,Name,Country,Region,Type,ActivityEvidence,LastKnownEruption,Latitude,Longitude,Elevation(Meters),DominantRockType,TectonicSetting
283270,Iwakisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1863,40.656,140.303,1625,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
381040,Pico Fracture Zone,Undersea Features,Atlantic Ocean,Submarine,Eruption Observed,1865,38.75,-38.08,-4200,No Data,Intraplate / Oceanic Crust (< 15 km)
244010,Ofu-Olosega,United States,New Zealand to Fiji,Shield,Eruption Observed,1866,-14.175,-169.618,639,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
322010,Hood,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1866,45.374,-121.695,3426,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
211070,Campi Flegrei Mar Sicilia,Italy,Mediterranean and Western Asia,Submarine,Eruption Observed,1867,37.1,12.7,-8,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km)
355050,Olca-Paruma,Chile-Bolivia,South America,Stratovolcano,Eruption Observed,1867,-20.939,-68.413,5705,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
373100,Tjornes Fracture Zone,Iceland,Iceland and Arctic Ocean,Submarine,Eruption Observed,1868,66.3,-17.1,-75,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
357080,Antuco,Chile,South America,Stratovolcano,Eruption Observed,1869,-37.406,-71.349,2979,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
358010,Osorno,Chile,South America,Stratovolcano,Eruption Observed,1869,-41.105,-72.496,2659,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
357121,Quetrupillan,Chile,South America,Stratovolcano,Eruption Observed,1872,-39.5,-71.7,2360,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
271060,Ragang,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1873,7.7,124.5,2815,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
285011,Esan,Japan,"Japan, Taiwan, Marianas",Lava dome,Eruption Observed,1874,41.805,141.166,618,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341030,Ceboruco,Mexico,México and Central America,Stratovolcano,Eruption Observed,1875,21.125,-104.508,2280,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
313020,Iliamna,United States,Alaska,Stratovolcano,Eruption Observed,1876,60.032,-153.09,3053,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
355110,Llullaillaco,Chile-Argentina,South America,Stratovolcano,Eruption Observed,1877,-24.72,-68.53,6739,Dacite,Subduction Zone / Continental Crust (>25 km)
311270,Vsevidof,United States,Alaska,Stratovolcano,Eruption Observed,1878,53.13,-168.693,2149,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
266130,Tangkoko-Duasudara,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1880,1.518,125.185,1334,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290020,Raususan [Mendeleev],Japan - administered by Russia,Kuril Islands,Stratovolcano,Eruption Observed,1880,43.979,145.733,882,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
321010,Baker,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1880,48.777,-121.813,3285,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343060,Ilopango,El Salvador,México and Central America,Caldera,Eruption Observed,1880,13.672,-89.053,450,Dacite,Subduction Zone / Continental Crust (>25 km)
382080,Sete Cidades,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1880,37.87,-25.78,856,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km)
257090,Traitor's Head,Vanuatu,Melanesia and Australia,Stratovolcano,Eruption Observed,1881,-18.754,169.238,817,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
261070,Singkut,Indonesia,Indonesia,Caldera,Eruption Observed,1881,3.248,98.501,2181,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
271040,Makaturing,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1882,7.647,124.32,1940,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
284190,Guguan,United States,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1883,17.307,145.845,287,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
290210,Ushishur,Russia,Kuril Islands,Caldera,Eruption Observed,1884,47.52,152.8,401,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
263260,Lawu,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1885,-7.625,111.192,3265,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
252110,Bamus,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,1886,-5.2,151.23,2248,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
271070,Musuan,Philippines,Philippines and SE Asia,Lava dome,Eruption Observed,1886,7.877,125.068,646,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
212050,Nisyros,Greece,Mediterranean and Western Asia,Stratovolcano,Eruption Observed,1888,36.586,27.16,698,Dacite,Subduction Zone / Continental Crust (>25 km)
222020,South Island,Kenya,Africa and Red Sea,Stratovolcano,Eruption Observed,1888,2.63,36.6,800,Basalt / Picro-Basalt,Rift Zone / Continental Crust (>25 km)
283160,Bandaisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1888,37.601,140.072,1816,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
211050,Vulcano,Italy,Mediterranean and Western Asia,Stratovolcano,Eruption Observed,1890,38.404,14.962,500,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
300261,Ushkovsky,Russia,Kamchatka and Mainland Asia,Compound,Eruption Observed,1890,56.113,160.509,3943,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
334130,Southern EPR-Segment J,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1890,-18.175,-113.35,-2650,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
211071,Pantelleria,Italy,Mediterranean and Western Asia,Shield,Eruption Observed,1891,36.77,12.02,836,Rhyolite,Rift Zone / Continental Crust (>25 km)
265040,Wurlali,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1892,-7.125,128.675,868,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
390015,Melbourne,Antarctica,Antarctica,Stratovolcano,Eruption Dated,1892,-74.35,164.7,2732,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km)
321030,Rainier,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1894,46.853,-121.76,4392,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
252040,Dakataua,Papua New Guinea,Melanesia and Australia,Caldera,Eruption Dated,1895,-5.094,150.094,408,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352040,Sumaco,Ecuador,South America,Stratovolcano,Evidence Uncertain,1895,-0.538,-77.626,3990,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
270010,Jolo,Philippines,Philippines and SE Asia,Pyroclastic cone,Eruption Observed,1897,6.013,121.057,811,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
263320,Lamongan,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1898,-7.979,113.342,1651,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
285061,Maruyama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1898,43.453,143.036,2013,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
390010,Buckle Island,Antarctica,Antarctica,Stratovolcano,Eruption Observed,1899,-66.78,163.25,1239,Trachybasalt / Tephrite Basanite,Rift Zone / Oceanic Crust (< 15 km)
221250,Tullu Moje,Ethiopia,Africa and Red Sea,Pyroclastic cone,Eruption Observed,1900,8.159,39.137,2343,Rhyolite,Rift Zone / Continental Crust (>25 km)
300030,Iliinsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1901,51.498,157.203,1555,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
258020,Hunter Island,France,Melanesia and Australia,Stratovolcano,Eruption Observed,1903,-22.4,172.05,297,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
305060,Changbaishan,China-North Korea,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1903,41.98,128.08,2744,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km)
265050,Teon,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1904,-6.976,129.144,728,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
390031,Penguin Island,Antarctica,Antarctica,Stratovolcano,Eruption Observed,1905,-62.1,-57.93,180,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
284150,Asuncion,United States,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1906,19.671,145.406,857,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
351070,Dona Juana,Colombia,South America,Stratovolcano,Eruption Observed,1906,1.5,-76.936,4137,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
353090,Santiago,Ecuador,South America,Shield,Eruption Observed,1906,-0.22,-90.77,920,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
300050,Ksudach,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1907,51.844,157.572,1079,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
382030,San Jorge,Portugal,Atlantic Ocean,Fissure vent,Eruption Observed,1907,38.65,-28.08,1053,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
358063,Reclus,Chile,South America,Pyroclastic cone,Eruption Observed,1908,-50.964,-73.585,1000,Dacite,Subduction Zone / Continental Crust (>25 km)
383030,Tenerife,Spain,Atlantic Ocean,Stratovolcano,Eruption Observed,1909,28.271,-16.641,3715,Phonolite,Intraplate / Oceanic Crust (< 15 km)
222051,Emuruangogolak,Kenya,Africa and Red Sea,Shield,Eruption Dated,1910,1.5,36.33,1285,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km)
222160,Meru,Tanzania,Africa and Red Sea,Stratovolcano,Eruption Observed,1910,-3.25,36.75,4565,Phonolite,Rift Zone / Continental Crust (>25 km)
255050,Simbo,Solomon Islands,Melanesia and Australia,Stratovolcano,Eruption Dated,1910,-8.292,156.52,335,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
358070,"Burney, Monte",Chile,South America,Stratovolcano,Eruption Observed,1910,-52.33,-73.4,1758,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
244040,Savai'i,Samoa,New Zealand to Fiji,Shield,Eruption Observed,1911,-13.612,-172.525,1858,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
382110,Monaco Bank,Portugal,Atlantic Ocean,Submarine,Eruption Observed,1911,37.6,-25.88,-197,No Data,Rift Zone / Oceanic Crust (< 15 km)
390100,Candlemas Island,United Kingdom,Antarctica,Stratovolcano,Eruption Observed,1911,-57.08,-26.67,550,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
252130,Lolobau,Papua New Guinea,Melanesia and Australia,Caldera,Eruption Observed,1912,-4.92,151.158,858,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
312170,Katmai,United States,Alaska,Stratovolcano,Eruption Observed,1912,58.28,-154.963,2047,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312180,Novarupta,United States,Alaska,Caldera,Eruption Observed,1912,58.27,-155.157,841,Rhyolite,Subduction Zone / Continental Crust (>25 km)
357021,Maipo,Chile-Argentina,South America,Caldera,Eruption Observed,1912,-34.164,-69.832,5323,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
355030,Isluga,Chile,South America,Stratovolcano,Eruption Observed,1913,-19.15,-68.83,5550,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
282040,Nakanoshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1914,29.859,129.857,979,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
290161,Milna,Russia,Kuril Islands,Stratovolcano,Eruption Observed,1914,46.815,151.786,1504,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
311080,Tanaga,United States,Alaska,Stratovolcano,Eruption Observed,1914,51.885,-178.146,1806,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
221112,Alayta,Ethiopia,Africa and Red Sea,Shield,Eruption Observed,1915,12.888,40.573,1496,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
334140,Southern EPR-Segment I,Undersea Features,Hawaii and Pacific Ocean,Submarine,Eruption Dated,1915,-18.53,-113.42,-2600,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
284080,Sumisujima,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1916,31.44,140.051,136,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
284160,Agrigan,United States,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1917,18.77,145.67,965,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
323080,Lassen Volcanic Center,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1917,40.492,-121.508,3187,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343050,San Salvador,El Salvador,México and Central America,Stratovolcano,Eruption Observed,1917,13.734,-89.294,1893,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
357030,Tinguiririca,Chile,South America,Stratovolcano,Eruption Observed,1917,-34.814,-70.352,4280,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
372030,Katla,Iceland,Iceland and Arctic Ocean,Subglacial,Eruption Observed,1918,63.633,-19.083,1490,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
267030,Banua Wuhu,Indonesia,Indonesia,Submarine,Eruption Observed,1919,3.138,125.491,-5,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
283240,Iwatesan,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1919,39.853,141.001,2038,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
358030,Huequi,Chile,South America,Lava dome,Eruption Observed,1920,-42.377,-72.578,1318,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
222030,"Barrier, The",Kenya,Africa and Red Sea,Shield,Eruption Observed,1921,2.32,36.57,1032,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km)
261180,Sumbing,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1921,-2.414,101.728,2507,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
265070,Serua,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1921,-6.312,130.017,608,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
224004,Santa Isabel,Equatorial Guinea,Africa and Red Sea,Shield,Eruption Observed,1923,3.58,8.75,3007,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
275060,"Cendres, Ile des",Vietnam,Philippines and SE Asia,Submarine,Eruption Observed,1923,10.158,109.014,-20,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
300040,Zheltovsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1923,51.577,157.328,1926,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
300200,Kronotsky,Russia,Kamchatka and Mainland Asia,Stratovolcano,Eruption Observed,1923,54.753,160.533,3482,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
261150,Tandikat-Singgalang,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1924,-0.39,100.331,2854,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
274030,Babuyan Claro,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1924,19.523,121.94,1080,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
282010,Submarine Volcano NNE of Iriomotejima,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1924,24.57,123.93,-200,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
290250,Raikoke,Russia,Kuril Islands,Stratovolcano,Eruption Observed,1924,48.292,153.25,551,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
351100,Cumbal,Colombia,South America,Stratovolcano,Eruption Observed,1926,0.95,-77.87,4764,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
371020,Reykjanes,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Observed,1926,63.85,-22.566,140,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
221122,Manda-Inakir,Ethiopia-Djibouti,Africa and Red Sea,Fissure vent,Eruption Observed,1928,12.38,42.2,600,Basalt / Picro-Basalt,Rift Zone / Intermediate Crust (15-25 km)
353070,Pinta,Ecuador,South America,Shield,Eruption Observed,1928,0.58,-90.75,780,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
311260,Kagamil,United States,Alaska,Stratovolcano,Eruption Observed,1929,52.974,-169.72,893,No Data,Subduction Zone / Intermediate Crust (15-25 km)
312090,Aniakchak,United States,Alaska,Caldera,Eruption Observed,1931,56.88,-158.17,1341,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
243010,Unnamed,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1932,-21.38,-175.65,-500,No Data,Subduction Zone / Oceanic Crust (< 15 km)
290050,Etorofu-Atosanupuri [Atosanupuri],Japan - administered by Russia,Kuril Islands,Stratovolcano,Eruption Observed,1932,44.808,147.131,1206,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
360120,Pelee,France,West Indies,Stratovolcano,Eruption Observed,1932,14.809,-61.165,1394,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
261270,Suoh,Indonesia,Indonesia,Caldera,Eruption Observed,1933,-5.25,104.27,1000,No Data,Subduction Zone / Continental Crust (>25 km)
275001,Hainan Dao,China,Philippines and SE Asia,Pyroclastic cone,Eruption Observed,1933,19.7,110.1,196,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
290300,Kharimkotan,Russia,Kuril Islands,Stratovolcano,Eruption Observed,1933,49.12,154.508,1145,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
357050,Descabezado Grande,Chile,South America,Stratovolcano,Eruption Observed,1933,-35.58,-70.75,3953,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
253030,Victory,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,1935,-9.2,149.07,1925,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
243050,Falcon Island,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1936,-20.32,-175.42,-17,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
285090,Shiretoko-Iozan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1936,44.133,145.161,1562,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351110,Chiles-Cerro Negro,Colombia-Ecuador,South America,Stratovolcano,Evidence Uncertain,1936,0.817,-77.938,4698,Dacite,Subduction Zone / Continental Crust (>25 km)
231120,"Dhamar, Harras of",Yemen,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1937,14.57,44.67,3500,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
261050,"Telong, Bur ni",Indonesia,Indonesia,Stratovolcano,Eruption Observed,1937,4.769,96.821,2617,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
311210,Yunaska,United States,Alaska,Shield,Eruption Observed,1937,52.643,-170.629,550,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
357130,Mocho-Choshuenco,Chile,South America,Stratovolcano,Eruption Observed,1937,-39.927,-72.027,2422,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
263050,Salak,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1938,-6.72,106.73,2211,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290320,Nemo Peak,Russia,Kuril Islands,Caldera,Eruption Observed,1938,49.57,154.808,1018,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
263040,Perbakti-Gagak,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1939,-6.75,106.7,1699,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
272080,Biliran,Philippines,Philippines and SE Asia,Compound,Eruption Observed,1939,11.523,124.535,1301,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
261250,Besar,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1940,-4.43,103.67,1899,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283190,Zaozan,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1940,38.144,140.44,1841,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351030,"Tolima, Nevado del",Colombia,South America,Stratovolcano,Eruption Observed,1943,4.658,-75.33,5215,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
211020,Vesuvius,Italy,Mediterranean and Western Asia,Stratovolcano,Eruption Observed,1944,40.821,14.426,1281,Phono-tephrite /  Tephri-phonolite,Subduction Zone / Continental Crust (>25 km)
253040,Waiowa,Papua New Guinea,Melanesia and Australia,Pyroclastic cone,Eruption Observed,1944,-9.57,149.075,640,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
284110,Kita-Ioto,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1945,25.424,141.284,792,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
345030,Miravalles,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,1946,10.748,-85.153,2028,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
212040,Santorini,Greece,Mediterranean and Western Asia,Shield,Eruption Observed,1950,36.404,25.396,367,Dacite,Subduction Zone / Continental Crust (>25 km)
283210,Kurikomayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1950,38.961,140.788,1627,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
263170,Cereme,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1951,-6.892,108.4,3078,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290080,Sashiusudake [Baransky],Japan - administered by Russia,Kuril Islands,Stratovolcano,Eruption Observed,1951,45.1,148.019,1125,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
304030,Kunlun Volcanic Group,China,Kamchatka and Mainland Asia,Pyroclastic cone,Eruption Observed,1951,35.52,80.2,5808,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km)
263290,Arjuno-Welirang,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1952,-7.725,112.58,3339,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
283140,Nikko-Shiranesan,Japan,"Japan, Taiwan, Marianas",Shield,Eruption Observed,1952,36.799,139.376,2578,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290310,Tao-Rusyr Caldera,Russia,Kuril Islands,Stratovolcano,Eruption Observed,1952,49.35,154.7,1325,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
290350,Karpinsky Group,Russia,Kuril Islands,Cone,Eruption Observed,1952,50.148,155.373,1326,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
300140,Maly Semyachik,Russia,Kamchatka and Mainland Asia,Caldera,Eruption Observed,1952,54.135,159.674,1527,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
341060,Michoacan-Guanajuato,Mexico,México and Central America,Pyroclastic cone,Eruption Observed,1952,19.85,-101.75,3860,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
271080,Camiguin,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1953,9.203,124.673,1552,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312140,Martin,United States,Alaska,Stratovolcano,Eruption Dated,1953,58.172,-155.361,1863,Dacite,Subduction Zone / Continental Crust (>25 km)
341020,Barcena,Mexico,México and Central America,Pyroclastic cone,Eruption Observed,1953,19.3,-110.82,332,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km)
284121,Kita-Fukutokutai,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1954,24.417,141.417,-73,No Data,Subduction Zone / Crust Thickness Unknown
344080,"Pilas, Las",Nicaragua,México and Central America,Complex,Eruption Observed,1954,12.495,-86.688,1088,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
253010,Lamington,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,1956,-8.95,148.15,1680,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
258010,Matthew Island,France,Melanesia and Australia,Stratovolcano,Eruption Observed,1956,-22.33,171.32,177,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
223050,Visoke,DR Congo-Rwanda,Africa and Red Sea,Stratovolcano,Eruption Observed,1957,-1.458,29.485,3696,Trachyandesite / Basaltic Trachyandesite,Rift Zone / Continental Crust (>25 km)
243100,Fonualei,Tonga,New Zealand to Fiji,Stratovolcano,Eruption Observed,1957,-18.02,-174.325,180,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
250010,St. Andrew Strait,Papua New Guinea,Melanesia and Australia,Complex,Eruption Observed,1957,-2.38,147.35,270,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
263060,Gede-Pangrango,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1957,-6.77,106.965,3008,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290180,Zavaritzki Caldera,Russia,Kuril Islands,Caldera,Eruption Observed,1957,46.925,151.95,624,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
290220,Rasshua,Russia,Kuril Islands,Stratovolcano,Eruption Observed,1957,47.77,153.02,956,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
382010,Fayal,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1958,38.6,-28.73,1043,Andesite / Basaltic Andesite,Rift Zone / Oceanic Crust (< 15 km)
284134,Kasuga 1,United States,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1959,21.765,143.71,-598,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
251010,Bam,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,1960,-3.613,144.818,685,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
290200,Ketoi,Russia,Kuril Islands,Stratovolcano,Eruption Observed,1960,47.35,152.475,1172,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
